Experiment,Seed,Run,Iteration,BestFitness,AverageFitness,WorstFitness,Conflicts,ConstraintViolationScore,FacultySatisfaction,TeachingFactor,LearningFactor,MutationRate,IterationTimeSeconds
Complete Adaptive TLBO,20260865,31,6,93.894,23.468,0.0,0,0,92.5,1.88,0.52,0.2673,0.2823
Complete Adaptive TLBO,20260865,31,7,93.9552,23.4811,0.0,0,0,92.5,1.86,0.515,0.2569,0.2492
Complete Adaptive TLBO,20260865,31,8,93.9552,23.4888,0.0,0,0,92.5,1.84,0.51,0.2467,0.257
Complete Adaptive TLBO,20260865,31,9,93.9552,23.4888,0.0,0,0,92.5,1.82,0.505,0.2367,0.2416
Complete Adaptive TLBO,20260865,31,10,94.008,23.4954,0.0,0,0,92.5,1.8,0.5,0.227,0.2811
Complete Adaptive TLBO,20260865,31,11,94.008,23.502,0.0,0,0,92.5,1.78,0.495,0.2175,0.25
Complete Adaptive TLBO,20260865,31,12,94.008,23.502,0.0,0,0,92.5,1.76,0.49,0.2083,0.2568
Complete Adaptive TLBO,20260865,31,13,94.008,23.502,0.0,0,0,92.5,1.74,0.485,0.1993,0.246
Complete Adaptive TLBO,20260865,31,14,94.008,23.502,0.0,0,0,92.5,1.72,0.48,0.1905,0.24
Complete Adaptive TLBO,20260865,31,15,94.008,23.502,0.0,0,0,92.5,1.7,0.475,0.182,0.248
Complete Adaptive TLBO,20260865,31,16,94.008,23.502,0.0,0,0,92.5,1.68,0.47,0.1737,0.2556
Complete Adaptive TLBO,20260865,31,17,94.008,23.502,0.0,0,0,92.5,1.66,0.465,0.1657,0.2431
Complete Adaptive TLBO,20260865,31,18,94.008,23.502,0.0,0,0,92.5,1.64,0.46,0.1579,0.2483
Complete Adaptive TLBO,20260865,31,19,94.008,23.502,0.0,0,0,92.5,1.62,0.455,0.1503,0.2251
Complete Adaptive TLBO,20260865,31,20,94.012,23.5025,0.0,0,0,92.5,1.6,0.45,0.143,0.2473
Complete Adaptive TLBO,20260865,31,21,94.012,23.503,0.0,0,0,92.5,1.58,0.445,0.1359,0.2282
Complete Adaptive TLBO,20260865,31,22,94.046,23.5072,0.0,0,0,92.5,1.56,0.44,0.1291,0.251
Complete Adaptive TLBO,20260865,31,23,94.046,35.263,0.0,0,0,92.5,1.54,0.435,0.1225,0.2495
Complete Adaptive TLBO,20260865,31,24,94.046,47.0188,0.0,0,0,92.5,1.52,0.43,0.1161,0.2181
Complete Adaptive TLBO,20260865,31,25,94.046,47.0188,0.0,0,0,92.5,1.5,0.425,0.11,0.2082
Complete Adaptive TLBO,20260865,31,26,94.0472,35.2674,0.0,0,0,92.5,1.48,0.42,0.1041,0.182
Complete Adaptive TLBO,20260865,31,27,94.0472,35.2675,0.0,0,0,92.5,1.46,0.415,0.0985,0.2296
Complete Adaptive TLBO,20260865,31,28,94.0472,23.5118,0.0,0,0,92.5,1.44,0.41,0.0931,0.2382
Complete Adaptive TLBO,20260865,31,29,94.0472,23.5118,0.0,0,0,92.5,1.42,0.405,0.0879,0.2233
Complete Adaptive TLBO,20260865,31,30,94.0472,23.5118,0.0,0,0,92.5,1.4,0.4,0.083,0.2005
Complete Adaptive TLBO,20260865,31,31,94.0472,23.5118,0.0,0,0,92.5,1.38,0.395,0.0783,0.2305
Complete Adaptive TLBO,20260865,31,32,94.0472,35.1891,0.0,0,0,92.5,1.36,0.39,0.0739,0.218
Complete Adaptive TLBO,20260865,31,33,94.0472,23.5118,0.0,0,0,92.5,1.34,0.385,0.0697,0.2287
Complete Adaptive TLBO,20260865,31,34,94.0472,23.5118,0.0,0,0,92.5,1.32,0.38,0.0657,0.219
Complete Adaptive TLBO,20260865,31,35,94.0632,23.5138,0.0,0,0,92.5,1.3,0.375,0.062,0.2214
Complete Adaptive TLBO,20260865,31,36,94.0632,58.5889,0.0,0,0,92.5,1.28,0.37,0.0585,0.1926
Complete Adaptive TLBO,20260865,31,37,94.0632,70.3749,0.0,0,0,92.5,1.26,0.365,0.0553,0.1956
Complete Adaptive TLBO,20260865,31,38,94.0632,82.1328,0.0,0,0,92.5,1.24,0.36,0.0523,0.1772
Complete Adaptive TLBO,20260865,31,39,94.0632,93.8907,93.3744,0,0,92.5,1.22,0.355,0.0495,0.1472
Complete Adaptive TLBO,20260865,31,40,94.0632,94.0211,93.7424,0,0,92.5,1.2,0.35,0.047,0.1441
Complete Adaptive TLBO,20260865,31,41,94.0632,94.0612,94.0472,0,0,92.5,1.18,0.345,0.0447,0.1118
Complete Adaptive TLBO,20260865,31,42,94.0632,94.0632,94.0632,0,0,92.5,1.16,0.34,0.0427,0.1041
Complete Adaptive TLBO,20260865,31,43,94.0632,94.0632,94.0632,0,0,92.5,1.14,0.335,0.0409,0.0979
Complete Adaptive TLBO,20260865,31,44,94.0632,94.0632,94.0632,0,0,92.5,1.12,0.33,0.0393,0.1014
Complete Adaptive TLBO,20260865,31,45,94.0632,94.0632,94.0632,0,0,92.5,1.1,0.325,0.038,0.0969
Complete Adaptive TLBO,20260865,31,46,94.0632,94.0632,94.0632,0,0,92.5,1.08,0.32,0.0369,0.0955
Complete Adaptive TLBO,20260865,31,47,94.0632,94.0632,94.0632,0,0,92.5,1.06,0.315,0.0361,0.0996
Complete Adaptive TLBO,20260865,31,48,94.0632,94.0632,94.0632,0,0,92.5,1.04,0.31,0.0355,0.0894
Complete Adaptive TLBO,20260865,31,49,94.0632,94.0632,94.0632,0,0,92.5,1.02,0.305,0.0351,0.1049
Complete Adaptive TLBO,20260865,31,50,94.0632,94.0632,94.0632,0,0,92.5,1.0,0.3,0.035,0.1012
Complete Adaptive TLBO,20260866,32,1,93.8056,23.4196,0.0,0,0,92.5,1.98,0.545,0.3231,0.3273
Complete Adaptive TLBO,20260866,32,2,93.834,23.455,0.0,0,0,92.5,1.96,0.54,0.3115,0.28
Complete Adaptive TLBO,20260866,32,3,93.834,23.4585,0.0,0,0,92.5,1.94,0.535,0.3001,0.2985
Complete Adaptive TLBO,20260866,32,4,93.882,23.4645,0.0,0,0,92.5,1.92,0.53,0.2889,0.2685
Complete Adaptive TLBO,20260866,32,5,93.882,35.1135,0.0,0,0,92.5,1.9,0.525,0.278,0.2495
Complete Adaptive TLBO,20260866,32,6,93.882,23.4705,0.0,0,0,92.5,1.88,0.52,0.2673,0.2411
Complete Adaptive TLBO,20260866,32,7,93.882,23.4705,0.0,0,0,92.5,1.86,0.515,0.2569,0.2512
Complete Adaptive TLBO,20260866,32,8,93.882,23.4705,0.0,0,0,92.5,1.84,0.51,0.2467,0.2348
Complete Adaptive TLBO,20260866,32,9,93.882,23.4705,0.0,0,0,92.5,1.82,0.505,0.2367,0.2568
Complete Adaptive TLBO,20260866,32,10,93.882,23.4705,0.0,0,0,92.5,1.8,0.5,0.227,0.2452
Complete Adaptive TLBO,20260866,32,11,93.882,23.4705,0.0,0,0,92.5,1.78,0.495,0.2175,0.2475
Complete Adaptive TLBO,20260866,32,12,93.882,23.4705,0.0,0,0,92.5,1.76,0.49,0.2083,0.2178
Complete Adaptive TLBO,20260866,32,13,93.882,23.4705,0.0,0,0,92.5,1.74,0.485,0.1993,0.2467
Complete Adaptive TLBO,20260866,32,14,93.882,23.4705,0.0,0,0,92.5,1.72,0.48,0.1905,0.2592
Complete Adaptive TLBO,20260866,32,15,93.882,23.4705,0.0,0,0,92.5,1.7,0.475,0.182,0.2445
Complete Adaptive TLBO,20260866,32,16,93.882,23.4705,0.0,0,0,92.5,1.68,0.47,0.1737,0.2331
Complete Adaptive TLBO,20260866,32,17,93.882,23.4705,0.0,0,0,92.5,1.66,0.465,0.1657,0.2334
Complete Adaptive TLBO,20260866,32,18,93.882,23.4705,0.0,0,0,92.5,1.64,0.46,0.1579,0.2445
Complete Adaptive TLBO,20260866,32,19,93.882,23.4705,0.0,0,0,92.5,1.62,0.455,0.1503,0.2512
Complete Adaptive TLBO,20260866,32,20,93.882,23.4705,0.0,0,0,92.5,1.6,0.45,0.143,0.2515
Complete Adaptive TLBO,20260866,32,21,93.882,23.4705,0.0,0,0,92.5,1.58,0.445,0.1359,0.2427
Complete Adaptive TLBO,20260866,32,22,93.882,35.0034,0.0,0,0,92.5,1.56,0.44,0.1291,0.2484
Complete Adaptive TLBO,20260866,32,23,93.9312,23.4766,0.0,0,0,92.5,1.54,0.435,0.1225,0.2586
Complete Adaptive TLBO,20260866,32,24,93.9312,35.2181,0.0,0,0,92.5,1.52,0.43,0.1161,0.2294
Complete Adaptive TLBO,20260866,32,25,93.9312,46.8896,0.0,0,0,92.5,1.5,0.425,0.11,0.2353
Complete Adaptive TLBO,20260866,32,26,93.9312,35.2242,0.0,0,0,92.5,1.48,0.42,0.1041,0.2322
Complete Adaptive TLBO,20260866,32,27,93.9372,23.4836,0.0,0,0,92.5,1.46,0.415,0.0985,0.2579
Complete Adaptive TLBO,20260866,32,28,93.94,23.4847,0.0,0,0,92.5,1.44,0.41,0.0931,0.2614
Complete Adaptive TLBO,20260866,32,29,93.94,23.485,0.0,0,0,92.5,1.42,0.405,0.0879,0.2336
Complete Adaptive TLBO,20260866,32,30,93.94,23.485,0.0,0,0,92.5,1.4,0.4,0.083,0.2286
Complete Adaptive TLBO,20260866,32,31,93.94,35.0501,0.0,0,0,92.5,1.38,0.395,0.0783,0.2339
Complete Adaptive TLBO,20260866,32,32,93.9892,23.4911,0.0,0,0,92.5,1.36,0.39,0.0739,0.2408
Complete Adaptive TLBO,20260866,32,33,93.9892,35.1058,0.0,0,0,92.5,1.34,0.385,0.0697,0.2368
Complete Adaptive TLBO,20260866,32,34,93.9892,35.1425,0.0,0,0,92.5,1.32,0.38,0.0657,0.2214
Complete Adaptive TLBO,20260866,32,35,93.9892,46.8912,0.0,0,0,92.5,1.3,0.375,0.062,0.1941
Complete Adaptive TLBO,20260866,32,36,93.9892,58.6398,0.0,0,0,92.5,1.28,0.37,0.0585,0.185
Complete Adaptive TLBO,20260866,32,37,93.9892,82.0871,0.0,0,0,92.5,1.26,0.365,0.0553,0.2206
Complete Adaptive TLBO,20260866,32,38,93.9892,93.8358,93.2572,0,0,92.5,1.24,0.36,0.0523,0.1726
Complete Adaptive TLBO,20260866,32,39,93.9892,93.9542,93.7092,0,0,92.5,1.22,0.355,0.0495,0.1513
Complete Adaptive TLBO,20260866,32,40,93.9892,93.9892,93.9892,0,0,92.5,1.2,0.35,0.047,0.1493
Complete Adaptive TLBO,20260866,32,41,93.9892,93.9892,93.9892,0,0,92.5,1.18,0.345,0.0447,0.1203
Complete Adaptive TLBO,20260866,32,42,93.9892,93.9892,93.9892,0,0,92.5,1.16,0.34,0.0427,0.1277
Complete Adaptive TLBO,20260866,32,43,93.9892,93.9892,93.9892,0,0,92.5,1.14,0.335,0.0409,0.1436
Complete Adaptive TLBO,20260866,32,44,93.9892,93.9892,93.9892,0,0,92.5,1.12,0.33,0.0393,0.1222
Complete Adaptive TLBO,20260866,32,45,93.9892,93.9892,93.9892,0,0,92.5,1.1,0.325,0.038,0.1023
Complete Adaptive TLBO,20260866,32,46,93.9892,93.9892,93.9892,0,0,92.5,1.08,0.32,0.0369,0.105
Complete Adaptive TLBO,20260866,32,47,93.9892,93.9892,93.9892,0,0,92.5,1.06,0.315,0.0361,0.1252
Complete Adaptive TLBO,20260866,32,48,93.9892,93.9892,93.9892,0,0,92.5,1.04,0.31,0.0355,0.1403
Complete Adaptive TLBO,20260866,32,49,93.9892,93.9892,93.9892,0,0,92.5,1.02,0.305,0.0351,0.1207
Complete Adaptive TLBO,20260866,32,50,93.9892,93.9892,93.9892,0,0,92.5,1.0,0.3,0.035,0.1325
Complete Adaptive TLBO,20260867,33,1,93.5384,23.3622,0.0,0,0,92.5,1.98,0.545,0.3231,0.3333
Complete Adaptive TLBO,20260867,33,2,93.5384,23.3846,0.0,0,0,92.5,1.96,0.54,0.3115,0.2722
Complete Adaptive TLBO,20260867,33,3,93.5384,34.8647,0.0,0,0,92.5,1.94,0.535,0.3001,0.2691
Complete Adaptive TLBO,20260867,33,4,93.7436,23.4102,0.0,0,0,92.5,1.92,0.53,0.2889,0.2807
Complete Adaptive TLBO,20260867,33,5,93.7436,35.1282,0.0,0,0,92.5,1.9,0.525,0.278,0.2616
Complete Adaptive TLBO,20260867,33,6,93.7436,23.4359,0.0,0,0,92.5,1.88,0.52,0.2673,0.2549
Complete Adaptive TLBO,20260867,33,7,93.788,35.1594,0.0,0,0,92.5,1.86,0.515,0.2569,0.2627
Complete Adaptive TLBO,20260867,33,8,93.836,23.453,0.0,0,0,92.5,1.84,0.51,0.2467,0.2795
Complete Adaptive TLBO,20260867,33,9,93.836,23.459,0.0,0,0,92.5,1.82,0.505,0.2367,0.2502
Complete Adaptive TLBO,20260867,33,10,93.836,23.459,0.0,0,0,92.5,1.8,0.5,0.227,0.2699
Complete Adaptive TLBO,20260867,33,11,93.864,23.4625,0.0,0,0,92.5,1.78,0.495,0.2175,0.2698
Complete Adaptive TLBO,20260867,33,12,93.864,35.0802,0.0,0,0,92.5,1.76,0.49,0.2083,0.2383
Complete Adaptive TLBO,20260867,33,13,93.864,23.466,0.0,0,0,92.5,1.74,0.485,0.1993,0.2297
Complete Adaptive TLBO,20260867,33,14,93.864,23.466,0.0,0,0,92.5,1.72,0.48,0.1905,0.2504
Complete Adaptive TLBO,20260867,33,15,93.864,23.466,0.0,0,0,92.5,1.7,0.475,0.182,0.238
Complete Adaptive TLBO,20260867,33,16,93.864,23.466,0.0,0,0,92.5,1.68,0.47,0.1737,0.2708
Complete Adaptive TLBO,20260867,33,17,93.864,23.466,0.0,0,0,92.5,1.66,0.465,0.1657,0.2805
Complete Adaptive TLBO,20260867,33,18,93.864,35.0948,0.0,0,0,92.5,1.64,0.46,0.1579,0.2602
Complete Adaptive TLBO,20260867,33,19,93.864,23.466,0.0,0,0,92.5,1.62,0.455,0.1503,0.2862
Complete Adaptive TLBO,20260867,33,20,93.864,23.466,0.0,0,0,92.5,1.6,0.45,0.143,0.2848
Complete Adaptive TLBO,20260867,33,21,93.864,23.466,0.0,0,0,92.5,1.58,0.445,0.1359,0.2662
Complete Adaptive TLBO,20260867,33,22,93.864,23.466,0.0,0,0,92.5,1.56,0.44,0.1291,0.2742
Complete Adaptive TLBO,20260867,33,23,93.87,23.4668,0.0,0,0,92.5,1.54,0.435,0.1225,0.3101
Complete Adaptive TLBO,20260867,33,24,93.87,23.4675,0.0,0,0,92.5,1.52,0.43,0.1161,0.2782
Complete Adaptive TLBO,20260867,33,25,93.87,35.1446,0.0,0,0,92.5,1.5,0.425,0.11,0.2652
Complete Adaptive TLBO,20260867,33,26,93.87,23.4675,0.0,0,0,92.5,1.48,0.42,0.1041,0.2542
Complete Adaptive TLBO,20260867,33,27,93.87,23.4675,0.0,0,0,92.5,1.46,0.415,0.0985,0.2408
Complete Adaptive TLBO,20260867,33,28,93.87,23.4675,0.0,0,0,92.5,1.44,0.41,0.0931,0.2734
Complete Adaptive TLBO,20260867,33,29,93.87,35.0929,0.0,0,0,92.5,1.42,0.405,0.0879,0.2896
Complete Adaptive TLBO,20260867,33,30,93.87,23.4675,0.0,0,0,92.5,1.4,0.4,0.083,0.2423
Complete Adaptive TLBO,20260867,33,31,93.87,23.4675,0.0,0,0,92.5,1.38,0.395,0.0783,0.2397
Complete Adaptive TLBO,20260867,33,32,93.87,35.0892,0.0,0,0,92.5,1.36,0.39,0.0739,0.2492
Complete Adaptive TLBO,20260867,33,33,93.87,35.0461,0.0,0,0,92.5,1.34,0.385,0.0697,0.2837
Complete Adaptive TLBO,20260867,33,34,93.87,23.4675,0.0,0,0,92.5,1.32,0.38,0.0657,0.258
Complete Adaptive TLBO,20260867,33,35,93.87,23.4675,0.0,0,0,92.5,1.3,0.375,0.062,0.2257
Complete Adaptive TLBO,20260867,33,36,93.87,35.2013,0.0,0,0,92.5,1.28,0.37,0.0585,0.1937
Complete Adaptive TLBO,20260867,33,37,93.87,46.935,0.0,0,0,92.5,1.26,0.365,0.0553,0.1581
Complete Adaptive TLBO,20260867,33,38,93.87,81.9615,0.0,0,0,92.5,1.24,0.36,0.0523,0.1459
Complete Adaptive TLBO,20260867,33,39,93.87,93.779,93.496,0,0,92.5,1.22,0.355,0.0495,0.1677
Complete Adaptive TLBO,20260867,33,40,93.9192,93.8319,93.516,0,0,92.5,1.2,0.35,0.047,0.1554
Complete Adaptive TLBO,20260867,33,41,93.9192,93.8823,93.87,0,0,92.5,1.18,0.345,0.0447,0.1631
Complete Adaptive TLBO,20260867,33,42,93.9192,93.9008,93.87,0,0,92.5,1.16,0.34,0.0427,0.152
Complete Adaptive TLBO,20260867,33,43,93.9192,93.913,93.87,0,0,92.5,1.14,0.335,0.0409,0.154
Complete Adaptive TLBO,20260867,33,44,93.9192,93.9192,93.9192,0,0,92.5,1.12,0.33,0.0393,0.1195
Complete Adaptive TLBO,20260867,33,45,93.9192,93.9192,93.9192,0,0,92.5,1.1,0.325,0.038,0.1203
Complete Adaptive TLBO,20260867,33,46,93.9192,93.9192,93.9192,0,0,92.5,1.08,0.32,0.0369,0.1078
Complete Adaptive TLBO,20260867,33,47,93.9192,93.9192,93.9192,0,0,92.5,1.06,0.315,0.0361,0.1118
Complete Adaptive TLBO,20260867,33,48,93.9192,93.9192,93.9192,0,0,92.5,1.04,0.31,0.0355,0.1327
Complete Adaptive TLBO,20260867,33,49,93.9192,93.9192,93.9192,0,0,92.5,1.02,0.305,0.0351,0.1202
Complete Adaptive TLBO,20260867,33,50,93.9192,93.9192,93.9192,0,0,92.5,1.0,0.3,0.035,0.1062
Complete Adaptive TLBO,20260868,34,1,93.5228,46.672,0.0,0,0,92.5,1.98,0.545,0.3231,0.3104
Complete Adaptive TLBO,20260868,34,2,93.5364,23.3824,0.0,0,0,92.5,1.96,0.54,0.3115,0.3362
Complete Adaptive TLBO,20260868,34,3,93.6452,35.0881,0.0,0,0,92.5,1.94,0.535,0.3001,0.2805
Complete Adaptive TLBO,20260868,34,4,93.6452,46.7937,0.0,0,0,92.5,1.92,0.53,0.2889,0.2765
Complete Adaptive TLBO,20260868,34,5,93.6452,23.4113,0.0,0,0,92.5,1.9,0.525,0.278,0.266
Complete Adaptive TLBO,20260868,34,6,93.6896,35.1225,0.0,0,0,92.5,1.88,0.52,0.2673,0.2662
Complete Adaptive TLBO,20260868,34,7,93.6896,35.1281,0.0,0,0,92.5,1.86,0.515,0.2569,0.2316
Complete Adaptive TLBO,20260868,34,8,93.6896,23.4224,0.0,0,0,92.5,1.84,0.51,0.2467,0.2477
Complete Adaptive TLBO,20260868,34,9,93.6896,35.1336,0.0,0,0,92.5,1.82,0.505,0.2367,0.2675
Complete Adaptive TLBO,20260868,34,10,93.6896,35.1336,0.0,0,0,92.5,1.8,0.5,0.227,0.2491
Complete Adaptive TLBO,20260868,34,11,93.782,23.4374,0.0,0,0,92.5,1.78,0.495,0.2175,0.3423
Complete Adaptive TLBO,20260868,34,12,93.8312,23.4517,0.0,0,0,92.5,1.76,0.49,0.2083,0.2635
Complete Adaptive TLBO,20260868,34,13,93.8312,35.0443,0.0,0,0,92.5,1.74,0.485,0.1993,0.2472
Complete Adaptive TLBO,20260868,34,14,93.884,23.4644,0.0,0,0,92.5,1.72,0.48,0.1905,0.2808
Complete Adaptive TLBO,20260868,34,15,93.884,23.471,0.0,0,0,92.5,1.7,0.475,0.182,0.2588
Complete Adaptive TLBO,20260868,34,16,93.884,23.471,0.0,0,0,92.5,1.68,0.47,0.1737,0.2559
Complete Adaptive TLBO,20260868,34,17,93.884,23.471,0.0,0,0,92.5,1.66,0.465,0.1657,0.252
Complete Adaptive TLBO,20260868,34,18,93.884,23.471,0.0,0,0,92.5,1.64,0.46,0.1579,0.2283
Complete Adaptive TLBO,20260868,34,19,93.884,23.471,0.0,0,0,92.5,1.62,0.455,0.1503,0.2492
Complete Adaptive TLBO,20260868,34,20,93.884,23.471,0.0,0,0,92.5,1.6,0.45,0.143,0.2765
Complete Adaptive TLBO,20260868,34,21,93.884,23.471,0.0,0,0,92.5,1.58,0.445,0.1359,0.2673
Complete Adaptive TLBO,20260868,34,22,93.884,23.471,0.0,0,0,92.5,1.56,0.44,0.1291,0.2674
Complete Adaptive TLBO,20260868,34,23,93.884,23.471,0.0,0,0,92.5,1.54,0.435,0.1225,0.2715
Complete Adaptive TLBO,20260868,34,24,93.884,23.471,0.0,0,0,92.5,1.52,0.43,0.1161,0.2618
Complete Adaptive TLBO,20260868,34,25,93.884,23.471,0.0,0,0,92.5,1.5,0.425,0.11,0.2685
Complete Adaptive TLBO,20260868,34,26,93.884,23.471,0.0,0,0,92.5,1.48,0.42,0.1041,0.2707
Complete Adaptive TLBO,20260868,34,27,93.884,23.471,0.0,0,0,92.5,1.46,0.415,0.0985,0.2599
Complete Adaptive TLBO,20260868,34,28,93.884,23.471,0.0,0,0,92.5,1.44,0.41,0.0931,0.261
Complete Adaptive TLBO,20260868,34,29,93.884,23.471,0.0,0,0,92.5,1.42,0.405,0.0879,0.2584
Complete Adaptive TLBO,20260868,34,30,93.884,23.471,0.0,0,0,92.5,1.4,0.4,0.083,0.28
Complete Adaptive TLBO,20260868,34,31,93.884,23.471,0.0,0,0,92.5,1.38,0.395,0.0783,0.2773
Complete Adaptive TLBO,20260868,34,32,93.89,23.4718,0.0,0,0,92.5,1.36,0.39,0.0739,0.3046
Complete Adaptive TLBO,20260868,34,33,93.89,23.4725,0.0,0,0,92.5,1.34,0.385,0.0697,0.2425
Complete Adaptive TLBO,20260868,34,34,93.89,23.4725,0.0,0,0,92.5,1.32,0.38,0.0657,0.2394
Complete Adaptive TLBO,20260868,34,35,93.89,35.2088,0.0,0,0,92.5,1.3,0.375,0.062,0.1918
Complete Adaptive TLBO,20260868,34,36,93.89,58.619,0.0,0,0,92.5,1.28,0.37,0.0585,0.1945
Complete Adaptive TLBO,20260868,34,37,93.89,70.3552,0.0,0,0,92.5,1.26,0.365,0.0553,0.1387
Complete Adaptive TLBO,20260868,34,38,93.89,82.0915,0.0,0,0,92.5,1.24,0.36,0.0523,0.1676
Complete Adaptive TLBO,20260868,34,39,93.89,93.8277,93.392,0,0,92.5,1.22,0.355,0.0495,0.1203
Complete Adaptive TLBO,20260868,34,40,93.92,93.8937,93.89,0,0,92.5,1.2,0.35,0.047,0.1228
Complete Adaptive TLBO,20260868,34,41,93.92,93.905,93.89,0,0,92.5,1.18,0.345,0.0447,0.1324
Complete Adaptive TLBO,20260868,34,42,93.92,93.9125,93.89,0,0,92.5,1.16,0.34,0.0427,0.1302
Complete Adaptive TLBO,20260868,34,43,93.95,93.92,93.89,0,0,92.5,1.14,0.335,0.0409,0.1422
Complete Adaptive TLBO,20260868,34,44,93.95,93.9275,93.92,0,0,92.5,1.12,0.33,0.0393,0.1522
Complete Adaptive TLBO,20260868,34,45,93.95,93.935,93.92,0,0,92.5,1.1,0.325,0.038,0.1379
Complete Adaptive TLBO,20260868,34,46,93.95,93.9387,93.92,0,0,92.5,1.08,0.32,0.0369,0.1683
Complete Adaptive TLBO,20260868,34,47,93.95,93.9425,93.92,0,0,92.5,1.06,0.315,0.0361,0.1329
Complete Adaptive TLBO,20260868,34,48,93.95,93.9463,93.92,0,0,92.5,1.04,0.31,0.0355,0.1231
Complete Adaptive TLBO,20260868,34,49,93.95,93.95,93.95,0,0,92.5,1.02,0.305,0.0351,0.109
Complete Adaptive TLBO,20260868,34,50,93.95,93.95,93.95,0,0,92.5,1.0,0.3,0.035,0.1005
Complete Adaptive TLBO,20260869,35,1,93.4552,34.8364,0.0,0,0,92.5,1.98,0.545,0.3231,0.3182
Complete Adaptive TLBO,20260869,35,2,93.5644,23.3863,0.0,0,0,92.5,1.96,0.54,0.3115,0.3721
Complete Adaptive TLBO,20260869,35,3,93.5644,23.3911,0.0,0,0,92.5,1.94,0.535,0.3001,0.2944
Complete Adaptive TLBO,20260869,35,4,93.5644,23.3911,0.0,0,0,92.5,1.92,0.53,0.2889,0.2583
Complete Adaptive TLBO,20260869,35,5,93.7252,35.1165,0.0,0,0,92.5,1.9,0.525,0.278,0.3107
Complete Adaptive TLBO,20260869,35,6,93.7696,23.4368,0.0,0,0,92.5,1.88,0.52,0.2673,0.291
Complete Adaptive TLBO,20260869,35,7,93.792,23.4452,0.0,0,0,92.5,1.86,0.515,0.2569,0.302
Complete Adaptive TLBO,20260869,35,8,93.822,23.4518,0.0,0,0,92.5,1.84,0.51,0.2467,0.2955
Complete Adaptive TLBO,20260869,35,9,93.822,23.4555,0.0,0,0,92.5,1.82,0.505,0.2367,0.2404
Complete Adaptive TLBO,20260869,35,10,93.822,23.4555,0.0,0,0,92.5,1.8,0.5,0.227,0.2756
Complete Adaptive TLBO,20260869,35,11,93.822,23.4555,0.0,0,0,92.5,1.78,0.495,0.2175,0.2554
Complete Adaptive TLBO,20260869,35,12,93.8892,23.4639,0.0,0,0,92.5,1.76,0.49,0.2083,0.2788
Complete Adaptive TLBO,20260869,35,13,93.8892,23.4723,0.0,0,0,92.5,1.74,0.485,0.1993,0.263
Complete Adaptive TLBO,20260869,35,14,93.8892,23.4723,0.0,0,0,92.5,1.72,0.48,0.1905,0.2353
Complete Adaptive TLBO,20260869,35,15,93.8892,23.4723,0.0,0,0,92.5,1.7,0.475,0.182,0.2392
Complete Adaptive TLBO,20260869,35,16,93.8892,35.2084,0.0,0,0,92.5,1.68,0.47,0.1737,0.2424
Complete Adaptive TLBO,20260869,35,17,93.942,23.4789,0.0,0,0,92.5,1.66,0.465,0.1657,0.2867
Complete Adaptive TLBO,20260869,35,18,93.942,23.4855,0.0,0,0,92.5,1.64,0.46,0.1579,0.2532
Complete Adaptive TLBO,20260869,35,19,93.942,23.4855,0.0,0,0,92.5,1.62,0.455,0.1503,0.2351
Complete Adaptive TLBO,20260869,35,20,93.942,23.4855,0.0,0,0,92.5,1.6,0.45,0.143,0.24
Complete Adaptive TLBO,20260869,35,21,93.942,23.4855,0.0,0,0,92.5,1.58,0.445,0.1359,0.2607
Complete Adaptive TLBO,20260869,35,22,93.942,23.4855,0.0,0,0,92.5,1.56,0.44,0.1291,0.2602
Complete Adaptive TLBO,20260869,35,23,93.942,23.4855,0.0,0,0,92.5,1.54,0.435,0.1225,0.2588
Complete Adaptive TLBO,20260869,35,24,93.942,35.1118,0.0,0,0,92.5,1.52,0.43,0.1161,0.2409
Complete Adaptive TLBO,20260869,35,25,93.942,23.4855,0.0,0,0,92.5,1.5,0.425,0.11,0.2638
Complete Adaptive TLBO,20260869,35,26,93.942,23.4855,0.0,0,0,92.5,1.48,0.42,0.1041,0.2722
Complete Adaptive TLBO,20260869,35,27,93.942,23.4855,0.0,0,0,92.5,1.46,0.415,0.0985,0.2776
Complete Adaptive TLBO,20260869,35,28,93.942,23.4855,0.0,0,0,92.5,1.44,0.41,0.0931,0.2464
Complete Adaptive TLBO,20260869,35,29,93.942,23.4855,0.0,0,0,92.5,1.42,0.405,0.0879,0.2594
Complete Adaptive TLBO,20260869,35,30,93.942,23.4855,0.0,0,0,92.5,1.4,0.4,0.083,0.2391
Complete Adaptive TLBO,20260869,35,31,93.942,23.4855,0.0,0,0,92.5,1.38,0.395,0.0783,0.2559
Complete Adaptive TLBO,20260869,35,32,93.942,23.4855,0.0,0,0,92.5,1.36,0.39,0.0739,0.2844
Complete Adaptive TLBO,20260869,35,33,93.942,23.4855,0.0,0,0,92.5,1.34,0.385,0.0697,0.2483
Complete Adaptive TLBO,20260869,35,34,93.942,23.4855,0.0,0,0,92.5,1.32,0.38,0.0657,0.25
Complete Adaptive TLBO,20260869,35,35,93.942,23.4855,0.0,0,0,92.5,1.3,0.375,0.062,0.2181
Complete Adaptive TLBO,20260869,35,36,93.942,46.8421,0.0,0,0,92.5,1.28,0.37,0.0585,0.1934
