Experiment,Seed,Run,Iteration,BestFitness,AverageFitness,WorstFitness,Conflicts,ConstraintViolationScore,FacultySatisfaction,TeachingFactor,LearningFactor,MutationRate,IterationTimeSeconds
Complete Adaptive TLBO,20260844,10,49,93.956,93.956,93.956,0,0,92.5,1.02,0.305,0.0351,0.0845
Complete Adaptive TLBO,20260844,10,50,93.956,93.956,93.956,0,0,92.5,1.0,0.3,0.035,0.1071
Complete Adaptive TLBO,20260845,11,1,93.6344,23.3508,0.0,0,0,92.5,1.98,0.545,0.3231,0.3209
Complete Adaptive TLBO,20260845,11,2,93.88,23.4393,0.0,0,0,92.5,1.96,0.54,0.3115,0.2885
Complete Adaptive TLBO,20260845,11,3,93.88,23.47,0.0,0,0,92.5,1.94,0.535,0.3001,0.2687
Complete Adaptive TLBO,20260845,11,4,93.9852,23.4832,0.0,0,0,92.5,1.92,0.53,0.2889,0.2584
Complete Adaptive TLBO,20260845,11,5,94.038,23.5029,0.0,0,0,92.5,1.9,0.525,0.278,0.3049
Complete Adaptive TLBO,20260845,11,6,94.038,23.5095,0.0,0,0,92.5,1.88,0.52,0.2673,0.2989
Complete Adaptive TLBO,20260845,11,7,94.038,23.5095,0.0,0,0,92.5,1.86,0.515,0.2569,0.2471
Complete Adaptive TLBO,20260845,11,8,94.038,23.5095,0.0,0,0,92.5,1.84,0.51,0.2467,0.2398
Complete Adaptive TLBO,20260845,11,9,94.038,35.2642,0.0,0,0,92.5,1.82,0.505,0.2367,0.2151
Complete Adaptive TLBO,20260845,11,10,94.038,23.5095,0.0,0,0,92.5,1.8,0.5,0.227,0.242
Complete Adaptive TLBO,20260845,11,11,94.038,23.5095,0.0,0,0,92.5,1.78,0.495,0.2175,0.2444
Complete Adaptive TLBO,20260845,11,12,94.038,23.5095,0.0,0,0,92.5,1.76,0.49,0.2083,0.2582
Complete Adaptive TLBO,20260845,11,13,94.038,23.5095,0.0,0,0,92.5,1.74,0.485,0.1993,0.2649
Complete Adaptive TLBO,20260845,11,14,94.038,23.5095,0.0,0,0,92.5,1.72,0.48,0.1905,0.2718
Complete Adaptive TLBO,20260845,11,15,94.038,23.5095,0.0,0,0,92.5,1.7,0.475,0.182,0.243
Complete Adaptive TLBO,20260845,11,16,94.038,23.5095,0.0,0,0,92.5,1.68,0.47,0.1737,0.2484
Complete Adaptive TLBO,20260845,11,17,94.038,23.5095,0.0,0,0,92.5,1.66,0.465,0.1657,0.2505
Complete Adaptive TLBO,20260845,11,18,94.038,23.5095,0.0,0,0,92.5,1.64,0.46,0.1579,0.245
Complete Adaptive TLBO,20260845,11,19,94.038,23.5095,0.0,0,0,92.5,1.62,0.455,0.1503,0.2239
Complete Adaptive TLBO,20260845,11,20,94.038,23.5095,0.0,0,0,92.5,1.6,0.45,0.143,0.2439
Complete Adaptive TLBO,20260845,11,21,94.038,23.5095,0.0,0,0,92.5,1.58,0.445,0.1359,0.2566
Complete Adaptive TLBO,20260845,11,22,94.038,23.5095,0.0,0,0,92.5,1.56,0.44,0.1291,0.2843
Complete Adaptive TLBO,20260845,11,23,94.038,23.5095,0.0,0,0,92.5,1.54,0.435,0.1225,0.2479
Complete Adaptive TLBO,20260845,11,24,94.038,23.5095,0.0,0,0,92.5,1.52,0.43,0.1161,0.2377
Complete Adaptive TLBO,20260845,11,25,94.038,23.5095,0.0,0,0,92.5,1.5,0.425,0.11,0.2452
Complete Adaptive TLBO,20260845,11,26,94.038,23.5095,0.0,0,0,92.5,1.48,0.42,0.1041,0.2943
Complete Adaptive TLBO,20260845,11,27,94.038,23.5095,0.0,0,0,92.5,1.46,0.415,0.0985,0.254
Complete Adaptive TLBO,20260845,11,28,94.038,23.5095,0.0,0,0,92.5,1.44,0.41,0.0931,0.2399
Complete Adaptive TLBO,20260845,11,29,94.038,23.5095,0.0,0,0,92.5,1.42,0.405,0.0879,0.2572
Complete Adaptive TLBO,20260845,11,30,94.038,35.0979,0.0,0,0,92.5,1.4,0.4,0.083,0.243
Complete Adaptive TLBO,20260845,11,31,94.038,23.5095,0.0,0,0,92.5,1.38,0.395,0.0783,0.2485
Complete Adaptive TLBO,20260845,11,32,94.038,46.8483,0.0,0,0,92.5,1.36,0.39,0.0739,0.2429
Complete Adaptive TLBO,20260845,11,33,94.038,35.1748,0.0,0,0,92.5,1.34,0.385,0.0697,0.2864
Complete Adaptive TLBO,20260845,11,34,94.038,23.5095,0.0,0,0,92.5,1.32,0.38,0.0657,0.2253
Complete Adaptive TLBO,20260845,11,35,94.038,23.5095,0.0,0,0,92.5,1.3,0.375,0.062,0.1974
Complete Adaptive TLBO,20260845,11,36,94.038,35.2642,0.0,0,0,92.5,1.28,0.37,0.0585,0.2223
Complete Adaptive TLBO,20260845,11,37,94.038,58.6961,0.0,0,0,92.5,1.26,0.365,0.0553,0.1634
Complete Adaptive TLBO,20260845,11,38,94.038,82.0721,0.0,0,0,92.5,1.24,0.36,0.0523,0.1819
Complete Adaptive TLBO,20260845,11,39,94.038,93.8794,93.3896,0,0,92.5,1.22,0.355,0.0495,0.1165
Complete Adaptive TLBO,20260845,11,40,94.038,93.9604,93.4172,0,0,92.5,1.2,0.35,0.047,0.1191
Complete Adaptive TLBO,20260845,11,41,94.038,94.038,94.038,0,0,92.5,1.18,0.345,0.0447,0.0948
Complete Adaptive TLBO,20260845,11,42,94.038,94.038,94.038,0,0,92.5,1.16,0.34,0.0427,0.1134
Complete Adaptive TLBO,20260845,11,43,94.038,94.038,94.038,0,0,92.5,1.14,0.335,0.0409,0.1125
Complete Adaptive TLBO,20260845,11,44,94.038,94.038,94.038,0,0,92.5,1.12,0.33,0.0393,0.0931
Complete Adaptive TLBO,20260845,11,45,94.038,94.038,94.038,0,0,92.5,1.1,0.325,0.038,0.1017
Complete Adaptive TLBO,20260845,11,46,94.038,94.038,94.038,0,0,92.5,1.08,0.32,0.0369,0.1026
Complete Adaptive TLBO,20260845,11,47,94.066,94.0415,94.038,0,0,92.5,1.06,0.315,0.0361,0.1348
Complete Adaptive TLBO,20260845,11,48,94.066,94.0485,94.038,0,0,92.5,1.04,0.31,0.0355,0.156
Complete Adaptive TLBO,20260845,11,49,94.066,94.052,94.038,0,0,92.5,1.02,0.305,0.0351,0.145
Complete Adaptive TLBO,20260845,11,50,94.066,94.0555,94.038,0,0,92.5,1.0,0.3,0.035,0.1387
Complete Adaptive TLBO,20260846,12,1,93.3772,23.3222,0.0,0,0,92.5,1.98,0.545,0.3231,0.3502
Complete Adaptive TLBO,20260846,12,2,93.448,23.3531,0.0,0,0,92.5,1.96,0.54,0.3115,0.3101
Complete Adaptive TLBO,20260846,12,3,93.6132,35.0636,0.0,0,0,92.5,1.94,0.535,0.3001,0.2586
Complete Adaptive TLBO,20260846,12,4,93.6132,23.4033,0.0,0,0,92.5,1.92,0.53,0.2889,0.2674
Complete Adaptive TLBO,20260846,12,5,93.772,23.4413,0.0,0,0,92.5,1.9,0.525,0.278,0.2847
Complete Adaptive TLBO,20260846,12,6,93.85,23.4587,0.0,0,0,92.5,1.88,0.52,0.2673,0.3118
Complete Adaptive TLBO,20260846,12,7,93.85,23.4625,0.0,0,0,92.5,1.86,0.515,0.2569,0.2626
Complete Adaptive TLBO,20260846,12,8,93.85,23.4625,0.0,0,0,92.5,1.84,0.51,0.2467,0.2487
Complete Adaptive TLBO,20260846,12,9,93.85,35.11,0.0,0,0,92.5,1.82,0.505,0.2367,0.2706
Complete Adaptive TLBO,20260846,12,10,93.85,35.0797,0.0,0,0,92.5,1.8,0.5,0.227,0.2271
Complete Adaptive TLBO,20260846,12,11,93.8992,23.4686,0.0,0,0,92.5,1.78,0.495,0.2175,0.2779
Complete Adaptive TLBO,20260846,12,12,93.8992,23.4748,0.0,0,0,92.5,1.76,0.49,0.2083,0.2215
Complete Adaptive TLBO,20260846,12,13,93.8992,35.0468,0.0,0,0,92.5,1.74,0.485,0.1993,0.2512
Complete Adaptive TLBO,20260846,12,14,93.9292,35.2159,0.0,0,0,92.5,1.72,0.48,0.1905,0.2762
Complete Adaptive TLBO,20260846,12,15,93.9292,35.1342,0.0,0,0,92.5,1.7,0.475,0.182,0.2223
Complete Adaptive TLBO,20260846,12,16,93.982,23.4889,0.0,0,0,92.5,1.68,0.47,0.1737,0.2615
Complete Adaptive TLBO,20260846,12,17,93.982,23.4955,0.0,0,0,92.5,1.66,0.465,0.1657,0.2657
Complete Adaptive TLBO,20260846,12,18,93.982,35.1698,0.0,0,0,92.5,1.64,0.46,0.1579,0.2482
Complete Adaptive TLBO,20260846,12,19,93.982,35.2433,0.0,0,0,92.5,1.62,0.455,0.1503,0.2369
Complete Adaptive TLBO,20260846,12,20,93.982,23.4955,0.0,0,0,92.5,1.6,0.45,0.143,0.2549
Complete Adaptive TLBO,20260846,12,21,93.982,23.4955,0.0,0,0,92.5,1.58,0.445,0.1359,0.2742
Complete Adaptive TLBO,20260846,12,22,93.982,23.4955,0.0,0,0,92.5,1.56,0.44,0.1291,0.2714
Complete Adaptive TLBO,20260846,12,23,93.982,23.4955,0.0,0,0,92.5,1.54,0.435,0.1225,0.3027
Complete Adaptive TLBO,20260846,12,24,93.982,23.4955,0.0,0,0,92.5,1.52,0.43,0.1161,0.275
Complete Adaptive TLBO,20260846,12,25,93.982,35.1454,0.0,0,0,92.5,1.5,0.425,0.11,0.2884
Complete Adaptive TLBO,20260846,12,26,93.982,23.4955,0.0,0,0,92.5,1.48,0.42,0.1041,0.2769
Complete Adaptive TLBO,20260846,12,27,93.982,23.4955,0.0,0,0,92.5,1.46,0.415,0.0985,0.2448
Complete Adaptive TLBO,20260846,12,28,93.982,23.4955,0.0,0,0,92.5,1.44,0.41,0.0931,0.2446
Complete Adaptive TLBO,20260846,12,29,93.982,23.4955,0.0,0,0,92.5,1.42,0.405,0.0879,0.2712
Complete Adaptive TLBO,20260846,12,30,93.982,23.4955,0.0,0,0,92.5,1.4,0.4,0.083,0.2544
Complete Adaptive TLBO,20260846,12,31,93.982,23.4955,0.0,0,0,92.5,1.38,0.395,0.0783,0.2631
Complete Adaptive TLBO,20260846,12,32,93.982,35.1142,0.0,0,0,92.5,1.36,0.39,0.0739,0.2785
Complete Adaptive TLBO,20260846,12,33,93.982,35.1604,0.0,0,0,92.5,1.34,0.385,0.0697,0.2584
Complete Adaptive TLBO,20260846,12,34,94.01,35.1032,0.0,0,0,92.5,1.32,0.38,0.0657,0.3046
Complete Adaptive TLBO,20260846,12,35,94.01,58.491,0.0,0,0,92.5,1.3,0.375,0.062,0.2088
Complete Adaptive TLBO,20260846,12,36,94.01,81.9024,0.0,0,0,92.5,1.28,0.37,0.0585,0.1862
Complete Adaptive TLBO,20260846,12,37,94.01,93.6787,92.8334,0,0,92.5,1.26,0.365,0.0553,0.1568
Complete Adaptive TLBO,20260846,12,38,94.01,93.8815,93.3076,0,0,92.5,1.24,0.36,0.0523,0.155
Complete Adaptive TLBO,20260846,12,39,94.01,93.9693,93.6844,0,0,92.5,1.22,0.355,0.0495,0.1283
Complete Adaptive TLBO,20260846,12,40,94.01,94.01,94.01,0,0,92.5,1.2,0.35,0.047,0.1004
Complete Adaptive TLBO,20260846,12,41,94.01,94.01,94.01,0,0,92.5,1.18,0.345,0.0447,0.1101
Complete Adaptive TLBO,20260846,12,42,94.01,94.01,94.01,0,0,92.5,1.16,0.34,0.0427,0.1077
Complete Adaptive TLBO,20260846,12,43,94.04,94.0138,94.01,0,0,92.5,1.14,0.335,0.0409,0.1281
Complete Adaptive TLBO,20260846,12,44,94.04,94.0213,94.01,0,0,92.5,1.12,0.33,0.0393,0.1639
Complete Adaptive TLBO,20260846,12,45,94.04,94.0325,94.01,0,0,92.5,1.1,0.325,0.038,0.108
Complete Adaptive TLBO,20260846,12,46,94.04,94.0363,94.01,0,0,92.5,1.08,0.32,0.0369,0.1267
Complete Adaptive TLBO,20260846,12,47,94.04,94.04,94.04,0,0,92.5,1.06,0.315,0.0361,0.1227
Complete Adaptive TLBO,20260846,12,48,94.04,94.04,94.04,0,0,92.5,1.04,0.31,0.0355,0.1005
Complete Adaptive TLBO,20260846,12,49,94.04,94.04,94.04,0,0,92.5,1.02,0.305,0.0351,0.1361
Complete Adaptive TLBO,20260846,12,50,94.04,94.04,94.04,0,0,92.5,1.0,0.3,0.035,0.1051
Complete Adaptive TLBO,20260847,13,1,93.1664,34.8806,0.0,0,0,92.5,1.98,0.545,0.3231,0.3313
Complete Adaptive TLBO,20260847,13,2,93.368,23.3168,0.0,0,0,92.5,1.96,0.54,0.3115,0.3074
Complete Adaptive TLBO,20260847,13,3,93.5692,23.385,0.0,0,0,92.5,1.94,0.535,0.3001,0.3487
Complete Adaptive TLBO,20260847,13,4,93.658,23.4034,0.0,0,0,92.5,1.92,0.53,0.2889,0.3148
Complete Adaptive TLBO,20260847,13,5,93.658,35.1106,0.0,0,0,92.5,1.9,0.525,0.278,0.2537
Complete Adaptive TLBO,20260847,13,6,93.658,23.4145,0.0,0,0,92.5,1.88,0.52,0.2673,0.2559
Complete Adaptive TLBO,20260847,13,7,93.658,35.1217,0.0,0,0,92.5,1.86,0.515,0.2569,0.233
Complete Adaptive TLBO,20260847,13,8,93.658,23.4145,0.0,0,0,92.5,1.84,0.51,0.2467,0.2445
Complete Adaptive TLBO,20260847,13,9,93.756,23.4267,0.0,0,0,92.5,1.82,0.505,0.2367,0.3076
Complete Adaptive TLBO,20260847,13,10,93.756,23.439,0.0,0,0,92.5,1.8,0.5,0.227,0.2565
Complete Adaptive TLBO,20260847,13,11,93.756,23.439,0.0,0,0,92.5,1.78,0.495,0.2175,0.265
Complete Adaptive TLBO,20260847,13,12,93.756,23.439,0.0,0,0,92.5,1.76,0.49,0.2083,0.2687
Complete Adaptive TLBO,20260847,13,13,93.756,34.9821,0.0,0,0,92.5,1.74,0.485,0.1993,0.2655
Complete Adaptive TLBO,20260847,13,14,93.756,35.0868,0.0,0,0,92.5,1.72,0.48,0.1905,0.3003
Complete Adaptive TLBO,20260847,13,15,93.756,23.439,0.0,0,0,92.5,1.7,0.475,0.182,0.2698
Complete Adaptive TLBO,20260847,13,16,93.756,23.439,0.0,0,0,92.5,1.68,0.47,0.1737,0.2729
Complete Adaptive TLBO,20260847,13,17,93.756,23.439,0.0,0,0,92.5,1.66,0.465,0.1657,0.2512
Complete Adaptive TLBO,20260847,13,18,93.808,23.4455,0.0,0,0,92.5,1.64,0.46,0.1579,0.3043
Complete Adaptive TLBO,20260847,13,19,93.808,23.452,0.0,0,0,92.5,1.62,0.455,0.1503,0.2662
Complete Adaptive TLBO,20260847,13,20,93.836,23.4555,0.0,0,0,92.5,1.6,0.45,0.143,0.2814
Complete Adaptive TLBO,20260847,13,21,93.8852,23.4652,0.0,0,0,92.5,1.58,0.445,0.1359,0.3008
Complete Adaptive TLBO,20260847,13,22,93.8852,35.2008,0.0,0,0,92.5,1.56,0.44,0.1291,0.2516
Complete Adaptive TLBO,20260847,13,23,93.8852,23.4713,0.0,0,0,92.5,1.54,0.435,0.1225,0.2499
Complete Adaptive TLBO,20260847,13,24,93.8852,23.4713,0.0,0,0,92.5,1.52,0.43,0.1161,0.2554
Complete Adaptive TLBO,20260847,13,25,93.8852,23.4713,0.0,0,0,92.5,1.5,0.425,0.11,0.2538
Complete Adaptive TLBO,20260847,13,26,93.8852,23.4713,0.0,0,0,92.5,1.48,0.42,0.1041,0.2627
Complete Adaptive TLBO,20260847,13,27,93.8852,23.4713,0.0,0,0,92.5,1.46,0.415,0.0985,0.2588
Complete Adaptive TLBO,20260847,13,28,93.8852,23.4713,0.0,0,0,92.5,1.44,0.41,0.0931,0.2762
Complete Adaptive TLBO,20260847,13,29,93.8852,23.4713,0.0,0,0,92.5,1.42,0.405,0.0879,0.2663
Complete Adaptive TLBO,20260847,13,30,93.8852,46.7218,0.0,0,0,92.5,1.4,0.4,0.083,0.2431
Complete Adaptive TLBO,20260847,13,31,93.938,35.1132,0.0,0,0,92.5,1.38,0.395,0.0783,0.2811
Complete Adaptive TLBO,20260847,13,32,93.938,35.0675,0.0,0,0,92.5,1.36,0.39,0.0739,0.2353
Complete Adaptive TLBO,20260847,13,33,93.938,35.0331,0.0,0,0,92.5,1.34,0.385,0.0697,0.2531
Complete Adaptive TLBO,20260847,13,34,93.938,35.0331,0.0,0,0,92.5,1.32,0.38,0.0657,0.2542
Complete Adaptive TLBO,20260847,13,35,93.938,58.3941,0.0,0,0,92.5,1.3,0.375,0.062,0.2065
Complete Adaptive TLBO,20260847,13,36,93.938,81.8042,0.0,0,0,92.5,1.28,0.37,0.0585,0.1895
Complete Adaptive TLBO,20260847,13,37,93.938,93.7329,93.026,0,0,92.5,1.26,0.365,0.0553,0.1749
Complete Adaptive TLBO,20260847,13,38,93.938,93.8469,93.512,0,0,92.5,1.24,0.36,0.0523,0.1547
Complete Adaptive TLBO,20260847,13,39,93.938,93.9091,93.7072,0,0,92.5,1.22,0.355,0.0495,0.1187
Complete Adaptive TLBO,20260847,13,40,93.938,93.938,93.938,0,0,92.5,1.2,0.35,0.047,0.1203
Complete Adaptive TLBO,20260847,13,41,93.938,93.938,93.938,0,0,92.5,1.18,0.345,0.0447,0.1018
Complete Adaptive TLBO,20260847,13,42,93.938,93.938,93.938,0,0,92.5,1.16,0.34,0.0427,0.0994
Complete Adaptive TLBO,20260847,13,43,93.938,93.938,93.938,0,0,92.5,1.14,0.335,0.0409,0.103
Complete Adaptive TLBO,20260847,13,44,93.938,93.938,93.938,0,0,92.5,1.12,0.33,0.0393,0.113
Complete Adaptive TLBO,20260847,13,45,93.968,93.9417,93.938,0,0,92.5,1.1,0.325,0.038,0.1387
Complete Adaptive TLBO,20260847,13,46,93.998,93.954,93.938,0,0,92.5,1.08,0.32,0.0369,0.198
Complete Adaptive TLBO,20260847,13,47,93.998,93.9615,93.938,0,0,92.5,1.06,0.315,0.0361,0.173
Complete Adaptive TLBO,20260847,13,48,93.998,93.969,93.938,0,0,92.5,1.04,0.31,0.0355,0.1596
Complete Adaptive TLBO,20260847,13,49,93.998,93.9765,93.938,0,0,92.5,1.02,0.305,0.0351,0.1661
Complete Adaptive TLBO,20260847,13,50,93.998,93.984,93.938,0,0,92.5,1.0,0.3,0.035,0.1644
Complete Adaptive TLBO,20260848,14,1,93.578,23.336,0.0,0,0,92.5,1.98,0.545,0.3231,0.3296
Complete Adaptive TLBO,20260848,14,2,93.892,35.0974,0.0,0,0,92.5,1.96,0.54,0.3115,0.325
Complete Adaptive TLBO,20260848,14,3,93.9412,23.4791,0.0,0,0,92.5,1.94,0.535,0.3001,0.3199
Complete Adaptive TLBO,20260848,14,4,93.9412,35.2218,0.0,0,0,92.5,1.92,0.53,0.2889,0.2758
Complete Adaptive TLBO,20260848,14,5,93.9992,23.4926,0.0,0,0,92.5,1.9,0.525,0.278,0.2742
Complete Adaptive TLBO,20260848,14,6,93.9992,23.4998,0.0,0,0,92.5,1.88,0.52,0.2673,0.2606
Complete Adaptive TLBO,20260848,14,7,93.9992,23.4998,0.0,0,0,92.5,1.86,0.515,0.2569,0.2333
Complete Adaptive TLBO,20260848,14,8,93.9992,23.4998,0.0,0,0,92.5,1.84,0.51,0.2467,0.2602
Complete Adaptive TLBO,20260848,14,9,93.9992,23.4998,0.0,0,0,92.5,1.82,0.505,0.2367,0.2429
Complete Adaptive TLBO,20260848,14,10,93.9992,23.4998,0.0,0,0,92.5,1.8,0.5,0.227,0.2867
Complete Adaptive TLBO,20260848,14,11,93.9992,23.4998,0.0,0,0,92.5,1.78,0.495,0.2175,0.2521
Complete Adaptive TLBO,20260848,14,12,93.9992,35.1597,0.0,0,0,92.5,1.76,0.49,0.2083,0.2325
Complete Adaptive TLBO,20260848,14,13,93.9992,23.4998,0.0,0,0,92.5,1.74,0.485,0.1993,0.2636
Complete Adaptive TLBO,20260848,14,14,93.9992,23.4998,0.0,0,0,92.5,1.72,0.48,0.1905,0.2654
Complete Adaptive TLBO,20260848,14,15,93.9992,23.4998,0.0,0,0,92.5,1.7,0.475,0.182,0.268
Complete Adaptive TLBO,20260848,14,16,93.9992,23.4998,0.0,0,0,92.5,1.68,0.47,0.1737,0.2337
Complete Adaptive TLBO,20260848,14,17,93.9992,23.4998,0.0,0,0,92.5,1.66,0.465,0.1657,0.2516
Complete Adaptive TLBO,20260848,14,18,93.9992,23.4998,0.0,0,0,92.5,1.64,0.46,0.1579,0.2609
Complete Adaptive TLBO,20260848,14,19,93.9992,23.4998,0.0,0,0,92.5,1.62,0.455,0.1503,0.2498
Complete Adaptive TLBO,20260848,14,20,93.9992,23.4998,0.0,0,0,92.5,1.6,0.45,0.143,0.2359
Complete Adaptive TLBO,20260848,14,21,93.9992,23.4998,0.0,0,0,92.5,1.58,0.445,0.1359,0.2484
Complete Adaptive TLBO,20260848,14,22,93.9992,23.4998,0.0,0,0,92.5,1.56,0.44,0.1291,0.2262
Complete Adaptive TLBO,20260848,14,23,93.9992,23.4998,0.0,0,0,92.5,1.54,0.435,0.1225,0.2591
Complete Adaptive TLBO,20260848,14,24,93.9992,23.4998,0.0,0,0,92.5,1.52,0.43,0.1161,0.2743
Complete Adaptive TLBO,20260848,14,25,93.9992,23.4998,0.0,0,0,92.5,1.5,0.425,0.11,0.2412
Complete Adaptive TLBO,20260848,14,26,94.052,35.1444,0.0,0,0,92.5,1.48,0.42,0.1041,0.3106
Complete Adaptive TLBO,20260848,14,27,94.052,23.513,0.0,0,0,92.5,1.46,0.415,0.0985,0.3184
Complete Adaptive TLBO,20260848,14,28,94.052,23.513,0.0,0,0,92.5,1.44,0.41,0.0931,0.2523
Complete Adaptive TLBO,20260848,14,29,94.052,23.513,0.0,0,0,92.5,1.42,0.405,0.0879,0.2672
Complete Adaptive TLBO,20260848,14,30,94.052,23.513,0.0,0,0,92.5,1.4,0.4,0.083,0.2507
Complete Adaptive TLBO,20260848,14,31,94.052,23.513,0.0,0,0,92.5,1.38,0.395,0.0783,0.2593
Complete Adaptive TLBO,20260848,14,32,94.052,23.513,0.0,0,0,92.5,1.36,0.39,0.0739,0.2486
Complete Adaptive TLBO,20260848,14,33,94.052,35.1234,0.0,0,0,92.5,1.34,0.385,0.0697,0.2562
Complete Adaptive TLBO,20260848,14,34,94.052,23.513,0.0,0,0,92.5,1.32,0.38,0.0657,0.2402
Complete Adaptive TLBO,20260848,14,35,94.052,35.1746,0.0,0,0,92.5,1.3,0.375,0.062,0.2262
Complete Adaptive TLBO,20260848,14,36,94.052,58.6804,0.0,0,0,92.5,1.28,0.37,0.0585,0.18
Complete Adaptive TLBO,20260848,14,37,94.052,82.1176,0.0,0,0,92.5,1.26,0.365,0.0553,0.1805
Complete Adaptive TLBO,20260848,14,38,94.052,93.8742,93.326,0,0,92.5,1.24,0.36,0.0523,0.1565
Complete Adaptive TLBO,20260848,14,39,94.052,93.9649,93.612,0,0,92.5,1.22,0.355,0.0495,0.1418
Complete Adaptive TLBO,20260848,14,40,94.052,94.0199,93.7952,0,0,92.5,1.2,0.35,0.047,0.1281
Complete Adaptive TLBO,20260848,14,41,94.052,94.052,94.052,0,0,92.5,1.18,0.345,0.0447,0.1093
Complete Adaptive TLBO,20260848,14,42,94.052,94.052,94.052,0,0,92.5,1.16,0.34,0.0427,0.1071
Complete Adaptive TLBO,20260848,14,43,94.052,94.052,94.052,0,0,92.5,1.14,0.335,0.0409,0.1173
Complete Adaptive TLBO,20260848,14,44,94.052,94.052,94.052,0,0,92.5,1.12,0.33,0.0393,0.0974
Complete Adaptive TLBO,20260848,14,45,94.052,94.052,94.052,0,0,92.5,1.1,0.325,0.038,0.114
Complete Adaptive TLBO,20260848,14,46,94.052,94.052,94.052,0,0,92.5,1.08,0.32,0.0369,0.0945
Complete Adaptive TLBO,20260848,14,47,94.052,94.052,94.052,0,0,92.5,1.06,0.315,0.0361,0.1171
Complete Adaptive TLBO,20260848,14,48,94.052,94.052,94.052,0,0,92.5,1.04,0.31,0.0355,0.09
Complete Adaptive TLBO,20260848,14,49,94.052,94.052,94.052,0,0,92.5,1.02,0.305,0.0351,0.1176
Complete Adaptive TLBO,20260848,14,50,94.052,94.052,94.052,0,0,92.5,1.0,0.3,0.035,0.0953
Complete Adaptive TLBO,20260849,15,1,93.338,23.3204,0.0,0,0,92.5,1.98,0.545,0.3231,0.365
Complete Adaptive TLBO,20260849,15,2,93.338,23.3345,0.0,0,0,92.5,1.96,0.54,0.3115,0.2931
Complete Adaptive TLBO,20260849,15,3,93.338,23.3345,0.0,0,0,92.5,1.94,0.535,0.3001,0.2954
Complete Adaptive TLBO,20260849,15,4,93.3716,23.3387,0.0,0,0,92.5,1.92,0.53,0.2889,0.2817
Complete Adaptive TLBO,20260849,15,5,93.44,34.8178,0.0,0,0,92.5,1.9,0.525,0.278,0.2769
Complete Adaptive TLBO,20260849,15,6,93.44,23.36,0.0,0,0,92.5,1.88,0.52,0.2673,0.2556
Complete Adaptive TLBO,20260849,15,7,93.476,35.0445,0.0,0,0,92.5,1.86,0.515,0.2569,0.2907
Complete Adaptive TLBO,20260849,15,8,93.5504,23.3783,0.0,0,0,92.5,1.84,0.51,0.2467,0.2732
Complete Adaptive TLBO,20260849,15,9,93.5504,23.3876,0.0,0,0,92.5,1.82,0.505,0.2367,0.2512
Complete Adaptive TLBO,20260849,15,10,93.5504,23.3876,0.0,0,0,92.5,1.8,0.5,0.227,0.2732
Complete Adaptive TLBO,20260849,15,11,93.6692,23.4025,0.0,0,0,92.5,1.78,0.495,0.2175,0.2888
Complete Adaptive TLBO,20260849,15,12,93.7112,35.1312,0.0,0,0,92.5,1.76,0.49,0.2083,0.2955
Complete Adaptive TLBO,20260849,15,13,93.7112,23.4278,0.0,0,0,92.5,1.74,0.485,0.1993,0.2532
Complete Adaptive TLBO,20260849,15,14,93.876,23.4484,0.0,0,0,92.5,1.72,0.48,0.1905,0.2931
Complete Adaptive TLBO,20260849,15,15,93.876,35.0678,0.0,0,0,92.5,1.7,0.475,0.182,0.2624
Complete Adaptive TLBO,20260849,15,16,93.876,35.1387,0.0,0,0,92.5,1.68,0.47,0.1737,0.2412
Complete Adaptive TLBO,20260849,15,17,93.876,35.2035,0.0,0,0,92.5,1.66,0.465,0.1657,0.2599
Complete Adaptive TLBO,20260849,15,18,93.876,23.469,0.0,0,0,92.5,1.64,0.46,0.1579,0.233
Complete Adaptive TLBO,20260849,15,19,93.876,23.469,0.0,0,0,92.5,1.62,0.455,0.1503,0.2531
Complete Adaptive TLBO,20260849,15,20,93.876,23.469,0.0,0,0,92.5,1.6,0.45,0.143,0.2666
Complete Adaptive TLBO,20260849,15,21,93.876,23.469,0.0,0,0,92.5,1.58,0.445,0.1359,0.2686
Complete Adaptive TLBO,20260849,15,22,93.876,23.469,0.0,0,0,92.5,1.56,0.44,0.1291,0.2628
Complete Adaptive TLBO,20260849,15,23,93.876,23.469,0.0,0,0,92.5,1.54,0.435,0.1225,0.2462
Complete Adaptive TLBO,20260849,15,24,93.876,23.469,0.0,0,0,92.5,1.52,0.43,0.1161,0.2568
Complete Adaptive TLBO,20260849,15,25,93.902,23.4723,0.0,0,0,92.5,1.5,0.425,0.11,0.2927
Complete Adaptive TLBO,20260849,15,26,93.902,23.4755,0.0,0,0,92.5,1.48,0.42,0.1041,0.2395
Complete Adaptive TLBO,20260849,15,27,93.902,23.4755,0.0,0,0,92.5,1.46,0.415,0.0985,0.2633
Complete Adaptive TLBO,20260849,15,28,93.902,35.1007,0.0,0,0,92.5,1.44,0.41,0.0931,0.2267
Complete Adaptive TLBO,20260849,15,29,93.932,23.4793,0.0,0,0,92.5,1.42,0.405,0.0879,0.285
Complete Adaptive TLBO,20260849,15,30,93.932,23.483,0.0,0,0,92.5,1.4,0.4,0.083,0.2534
